donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale
wireguard-go,tai64n/tai64n_test.go,b0b195b0fd38ea598c09ae64d1651756b7ff874f7b846857aa9da4ae01ab1b35,1187,file,Go,test,authoritative-source,PR225-R108;PR225-M117;PR225-F0913,focused-file-test,independent file-level semantic disposition
wireguard-go,tests/netns.sh,2ff3d5c34b062721c9d06430c1921d5e3cc677946dba4ab671ecac17a217f60e,18704,file,Shell,test,authoritative-source,PR225-R108;PR225-M118;PR225-F0914,focused-file-test,independent file-level semantic disposition
wireguard-go,tsasm/arm/README.md,08fa54b6092f23977f76b2191ac2816af1292fed4e5f44a7676203b527a45b01,10220,file,Markdown,documentation,supporting-evidence,PR225-R108;PR225-M119,focused-module-documentation,focused module-level disposition
wireguard-go,tsasm/arm/chacha20/chacha20_arm.go,c026cb1599310d336a0f3b698680767d784492c485f6d7f49d49dcf826949c68,3763,file,Go,implementation,authoritative-source,PR225-R108;PR225-M119;PR225-F0915,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tsasm/arm/chacha20/chacha20_arm.s,afe6f389e2cb2c1af669e07e94b32379b82b6fc072318dd34b023efadf2a3590,40719,file,other,repository-administration,supporting-evidence,PR225-R108;PR225-M119,focused-module-repository-administration,focused module-level disposition
wireguard-go,tsasm/arm/chacha20/chacha20_test.go,7acfc98f9ba267a8c15e6764dd02a2fa1cc4f87634e1d0bf14798c00ce0e08ed,3248,file,Go,test,authoritative-source,PR225-R108;PR225-M119;PR225-F0916,focused-file-test,independent file-level semantic disposition
wireguard-go,tsasm/arm/chacha20poly1305/aead_compat_test.go,d29012ed22057960e5788f9addccc8ba1fe232d5c921af03ed9f81a977b281b6,8344,file,Go,test,authoritative-source,PR225-R108;PR225-M119;PR225-F0917,focused-file-test,independent file-level semantic disposition
wireguard-go,tsasm/arm/chacha20poly1305/chacha20poly1305.go,3b131156d6df4d581f145c93f71a2289df6da39c7d0340c3703cef976acc16a2,3569,file,Go,implementation,authoritative-source,PR225-R108;PR225-M119;PR225-F0918,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tsasm/arm/poly1305/bench_test.go,24add06ce43878070b44670eb559e3ad1bcdfd67ba9c930b7127c38e2857dda5,826,file,Go,test,authoritative-source,PR225-R108;PR225-M119;PR225-F0919,focused-file-test,independent file-level semantic disposition
wireguard-go,tsasm/arm/poly1305/poly1305_arm.go,4bd3cf0720e0b290a5429463ae63fac8d140178dd2879ac83825a881c0fedbac,2861,file,Go,implementation,authoritative-source,PR225-R108;PR225-M119;PR225-F0920,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tsasm/arm/poly1305/poly1305_arm.s,f610b6a0c0a4af0c8728622bb771186007c77bb02ee09285deae6ce2e53caafc,31251,file,other,repository-administration,supporting-evidence,PR225-R108;PR225-M119,focused-module-repository-administration,focused module-level disposition
wireguard-go,tsasm/arm/poly1305/poly1305_test.go,c9b3396d16acad91ecc851bb1cf4d54620afb97e4b98c7391e038a7e0de1af04,1892,file,Go,test,authoritative-source,PR225-R108;PR225-M119;PR225-F0921,focused-file-test,independent file-level semantic disposition
wireguard-go,tsasm/arm/regen/.gitignore,70a213afeabe5ac38ae4c88b2c7002ce5068b91a3e57a032245ab809dc6fa460,8,file,other,repository-administration,supporting-evidence,PR225-R108;PR225-M119,focused-module-repository-administration,focused module-level disposition
wireguard-go,tsasm/arm/regen/arm_arch.h,c143c20f6fb646c63dbaca33320d951867943cd9656c08250c9a75c55fc50ad4,279,file,C/C++ header,implementation,authoritative-source,PR225-R108;PR225-M119;PR225-F0922,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tsasm/arm/regen/neon_encode.pl,05da3ebc654dfc6359f470182ef08d6248851f11f055d098b6684fcb327fe87e,50381,file,other,repository-administration,supporting-evidence,PR225-R108;PR225-M119,focused-module-repository-administration,focused module-level disposition
wireguard-go,tsasm/arm/regen/neon_encode_test.go,dbc3eea66d1e963ecc7c04f678d8e437ee37861b522e8f8a5e2a8405a480627c,3473,file,Go,test,authoritative-source,PR225-R108;PR225-M119;PR225-F0923,focused-file-test,independent file-level semantic disposition
wireguard-go,tsasm/arm/regen/neon_encode_test.pl,82ed41d1d37dd74945d85e0f86910de4319d45b110c0753d998488ae5c442fb8,2787,file,other,repository-administration,supporting-evidence,PR225-R108;PR225-M119,focused-module-repository-administration,focused module-level disposition
wireguard-go,tsasm/arm/regen/plan9-xlate.pl,509888e3c86c898a7164328d692720897b9c461243f71827970e95546b44487d,74090,file,other,repository-administration,supporting-evidence,PR225-R108;PR225-M119,focused-module-repository-administration,focused module-level disposition
wireguard-go,tsasm/arm/regen/regen.sh,3e10e9bc1622cd70b13639ab5495a98ea94feb523fdd178be1c56e2f8a0b3262,4597,file,Shell,script,authoritative-source,PR225-R108;PR225-M119;PR225-F0924,focused-file-script,independent file-level semantic disposition
wireguard-go,tsasm/arm/regen/regen_test.go,dd6ec6d80029ee104fefea101c1d4816f4074a112de14cae260f9b6d6775932b,4369,file,Go,test,authoritative-source,PR225-R108;PR225-M119;PR225-F0925,focused-file-test,independent file-level semantic disposition
wireguard-go,tun/alignment_windows_test.go,57e8e58c3a9fb3cdf7bc0a26983f7848a77e92ebd02703527aa177de6a42dcc1,1969,file,Go,test,authoritative-source,PR225-R108;PR225-M120;PR225-F0926,focused-file-test,independent file-level semantic disposition
wireguard-go,tun/checksum.go,5a87cc19401c44a64cdc73d4d89768ceae825c584c11d23b33127a1b8e1e7b46,28226,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0927,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/checksum_amd64.go,88b21eec84b27ec876970c329d4e887d29fbdd3be70103edf7d7b4212582a4d6,541,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0928,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/checksum_amd64_test.go,8e28b8686912adc80785e41fb6b755c13ff695408d50f16c7eb9d4a0bbbfe9fa,771,file,Go,test,authoritative-source,PR225-R108;PR225-M120;PR225-F0929,focused-file-test,independent file-level semantic disposition
wireguard-go,tun/checksum_generated_amd64.go,fb537ec745c379975595ae28c69f779d0e0d767d0fd1e80073b1529960100e6c,594,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0930,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/checksum_generated_amd64.s,983e4f30fb0170c8956cdaa1443c7851157dab763a81c9ec43eeca770d945744,17941,file,other,repository-administration,supporting-evidence,PR225-R108;PR225-M120,focused-module-repository-administration,focused module-level disposition
wireguard-go,tun/checksum_generic.go,a9d997d61292cc58b11193156f643771a93543b3a37d328328182ae377bd1b61,345,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0931,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/checksum_generic_test.go,60c1c4b08e5434496663b9598bb09a4e4efc9a0ff0716cd9bfa717dd08163ae8,453,file,Go,test,authoritative-source,PR225-R108;PR225-M120;PR225-F0932,focused-file-test,independent file-level semantic disposition
wireguard-go,tun/checksum_test.go,b36a3a74750d03ee5a9d6650e5973d495f35638aacbcd639c827e7b4786f1c33,13185,file,Go,test,authoritative-source,PR225-R108;PR225-M120;PR225-F0933,focused-file-test,independent file-level semantic disposition
wireguard-go,tun/errors.go,8b211d882ca35080c4510e4a4feba970f8fb582a472ae507704c92c7a69715fb,261,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0934,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/generate_amd64.go,81cbe8661951fa09dd4d149a1459c4d520bb4ef47d154004a53b36e9ceb34f44,19020,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0935,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/netstack/examples/http_client.go,57c3cc9c4cd5f9ff452011b80717ace728e6d21e87ad67e6bc51645ed495f025,1183,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0936,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/netstack/examples/http_server.go,2586492bc2f6661f173e245aba76e129d052dd826f5590428aad3e9429403741,1325,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0937,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/netstack/examples/ping_client.go,b704b83bfed1648367c6137a13f0fd791b6a2d5e5ef77517dbaf2f976f773037,1862,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0938,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/netstack/tun.go,e8c8ac8093f7d635a4b0a7b959801d6e73d5d28444293d52206bd3e2e274b03b,26240,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0939,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/offload.go,ab4a3405ee8b95c20f9c98dc383374171a1ab3ea3ce64c5b0f8b6cd7e50c5fe2,7432,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0940,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/offload_linux.go,b8bfee41de26358728fcf01ed6001950641ae72840621a5a03fd1457e3b2953d,30850,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0941,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/offload_linux_test.go,c1924eced6963983bfb3421d973ab68058983f9b847a3cd0b61686fbd60d9860,27172,file,Go,test,authoritative-source,PR225-R108;PR225-M120;PR225-F0942,focused-file-test,independent file-level semantic disposition
wireguard-go,tun/offload_test.go,9eb93d7d65f44df004f6e1f8e7370acb4b48f95f3e429530e9de3a4900b11f71,3071,file,Go,test,authoritative-source,PR225-R108;PR225-M120;PR225-F0943,focused-file-test,independent file-level semantic disposition
wireguard-go,tun/operateonfd.go,9a96482e3726d04e44d9c1ff2281dc3e10caaf8f235a9494dddfafb3dce42238,510,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0944,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/tun.go,daa5d88bb63497f0262b4f581e272e3af7d02772fb321b946d527f0b776073ae,2455,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0945,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/tun_darwin.go,79b567f3f461f49e0bacd84951ad16d3dbc83d53f96ce1acb1cffd69abea244a,6354,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0946,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/tun_freebsd.go,69bada88df062d0ddb738d95bf2eb6a535b5df4e3b1bbf76fd3e6a154b791a0b,9831,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0947,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/tun_linux.go,7357ed203ed64218a9073329138e87d69f7f7707a32bb8622a4e91c4cf0697ac,15827,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0948,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/tun_openbsd.go,565af9505174c836fa6c6e3dcdeb48a41aaa59c322e0cdda8d80b73b821a6f07,5991,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0949,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/tun_plan9.go,6beb267ce29478b97a28f954ca959c0a39a5d31bbb4cc644137814a274e228ed,3077,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0950,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/tun_windows.go,c1b04048e3087530b868f3250aac088791b8c68c8a9aa01c9ca404aa8736f290,5970,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0951,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tun/tuntest/tuntest.go,5993a1a923f2c2c68a14eb7a6943034f616d7ce585569e1c76ee66dbad0509c5,3577,file,Go,implementation,authoritative-source,PR225-R108;PR225-M120;PR225-F0952,focused-file-implementation,independent file-level semantic disposition
wireguard-go,version.go,0c25c3e59e832c950d01da7040cf732942b51b1becb52037b24482b7339a07d8,45,file,Go,implementation,authoritative-source,PR225-R108;PR225-M115;PR225-F0953,focused-file-implementation,independent file-level semantic disposition
wormhole,.gitignore,7a02cff4d2cfaeb237161d747b66015295eb92eac30c5fbf42f122e338ac8d5b,19,file,other,repository-administration,supporting-evidence,PR225-R121;PR225-M128,focused-module-repository-administration,focused module-level disposition
wormhole,LICENSE,937b094f0e293079ff54a949b9007fc5b693ee143162b80eaa818a7c4a969d8b,10765,file,other,documentation,supporting-evidence,PR225-R121;PR225-M128,focused-module-documentation,focused module-level disposition
wormhole,Makefile,d95d3175010faee7809b2014b50ab95f88b5b18946f0bdd9ba7a889b6eb47e22,1973,file,other,configuration,authoritative-source,PR225-R121;PR225-M128;PR225-F0954,focused-file-configuration,independent file-level semantic disposition
wormhole,README.md,edea692c6e8729aa3089cef80fc168711a3b8dfff7d1d5196e2ea0a1d8047fc6,7132,file,Markdown,documentation,supporting-evidence,PR225-R121;PR225-M128,focused-module-documentation,focused module-level disposition
wormhole,cli/cli.go,7d5c87894b0dc51f70309a786e35d2595f8766356fb47289adfaafad08b33da6,10336,file,Go,implementation,authoritative-source,PR225-R121;PR225-M122;PR225-F0955,focused-file-implementation,independent file-level semantic disposition
wormhole,cli/cli_test.go,9b35218d7d730daa46bb4302f620c146830a334972d9dc30cefb37f3178e23d7,3572,file,Go,test,authoritative-source,PR225-R121;PR225-M122;PR225-F0956,focused-file-test,independent file-level semantic disposition
wormhole,cli/opts.go,bbfebc7226f1be38814768b48fef147e2de6deeeaf94ee981fba5cd8fa9e9b15,1332,file,Go,implementation,authoritative-source,PR225-R121;PR225-M122;PR225-F0957,focused-file-implementation,independent file-level semantic disposition
wormhole,client/client.go,4afdde3bcfb4e483d147b7d47036e61f0db845431658de9c7ae0d395f260a568,4170,file,Go,implementation,authoritative-source,PR225-R121;PR225-M123;PR225-F0958,focused-file-implementation,independent file-level semantic disposition
wormhole,functional_test.go,7259704dcb7680c1eb97694fd5fbeb3f323183869e37ad84c2e107f9dac4b597,13210,file,Go,test,authoritative-source,PR225-R121;PR225-M128;PR225-F0959,focused-file-test,independent file-level semantic disposition
wormhole,main/wormhole/wormhole.go,927294ddf60c975598108b76b62e2551b1b3e0f05e79362c9a4f1e89525e2f3e,93,file,Go,implementation,authoritative-source,PR225-R121;PR225-M124;PR225-F0960,focused-file-implementation,independent file-level semantic disposition
wormhole,main/wormholed/wormholed.go,ec243df9701d5565ec135888549fe67c8eda68928e83bc43ad420122b6b02a1c,99,file,Go,implementation,authoritative-source,PR225-R121;PR225-M124;PR225-F0961,focused-file-implementation,independent file-level semantic disposition
wormhole,mysql/Dockerfile,b89f6cf50ebd165d80059ee869b0b0a0cede96954822827dca61d0247f81c9e8,240,file,Dockerfile,deployment,authoritative-source,PR225-R121;PR225-M125;PR225-F0962,focused-file-deployment,independent file-level semantic disposition
wormhole,mysql/Makefile,8d6e068b5480e15eb405d8f4f25784913dadf3363563a9f1e392297452585b2b,88,file,other,configuration,authoritative-source,PR225-R121;PR225-M125;PR225-F0963,focused-file-configuration,independent file-level semantic disposition
wormhole,pkg/netaddr/LICENSE,746b0529189f523225da60016d5870560a5b79873fe8001bbc94e85061e12a7d,1394,file,other,documentation,supporting-evidence,PR225-R121;PR225-M126,focused-module-documentation,focused module-level disposition
wormhole,pkg/netaddr/ip.go,a66c252747e9dd174b5661a931a7742d864a8148020cd1bebc7d0611996e49bb,1688,file,Go,implementation,authoritative-source,PR225-R121;PR225-M126;PR225-F0964,focused-file-implementation,independent file-level semantic disposition
