record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR230-R001,n/a,CG230-Hiddify-Manager-dev-root,Hiddify-Manager-dev,repository-accountability,Hiddify-Manager-dev complete archive/repository accountability,repository,evidence corpus,context-dependent,.dockerignore,22942cc4b45864ab6ac31687a88441b76653f235e025851e69e514e9131eef4c,n/a,exhaustive evidence review,one-to-many,reference-only,"Every archive member, regular file, normalized directory, indexed definition, and archived symlink is accounted before behavior-level selection.",convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,all donor bytes remain attributable to exact source hashes,repository size or popularity cannot grant target authority,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR230-F03738,PR230-M0469,CG230-file-PR230-F03738,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/quic/test__client_hello_parser.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/quic/test__client_hello_parser.py,4997ee76a0fa94642b2fb57fbc543e839eed072286c130e254a0694c972d82c7,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03739,PR230-M0469,CG230-file-PR230-F03739,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/quic/test__commands.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/quic/test__commands.py,2de4cd763f80975f62e9cac40d1bc46e22e368d95339f7b3fa962386775c3c4d,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03740,PR230-M0469,CG230-file-PR230-F03740,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/quic/test__events.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/quic/test__events.py,75a4475097ecb9a0473a20677bae2d4296c460fe22b2816b3e7e09d9d52debcd,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03741,PR230-M0469,CG230-file-PR230-F03741,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/quic/test__hooks.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/quic/test__hooks.py,900c1d9a420c130fbb9cb4b2f45534807a4c2053b859b5dad943548e6247951f,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03742,PR230-M0469,CG230-file-PR230-F03742,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/quic/test__raw_layers.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/quic/test__raw_layers.py,03ab4b779c744517eb5cf6cf71cabb1b1e821e899a5d86829b1486afef336a60,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03743,PR230-M0469,CG230-file-PR230-F03743,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/quic/test__stream_layers.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/quic/test__stream_layers.py,ecd75934623a10c9acf1be6c3e200c309ee8aa9300973e6400f0ac0cc99ac09c,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03744,PR230-M0469,CG230-file-PR230-F03744,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/test_dns.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/test_dns.py,576d232d1ae9e6738c4c961c3f5be2e2e8fac1932a9f3fe482b11b3202393468,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03745,PR230-M0469,CG230-file-PR230-F03745,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/test_modes.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/test_modes.py,cd2b282eb7980cfaaf91dab7da8f35365c0e32ec3748dc725be553ac52837daf,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03746,PR230-M0469,CG230-file-PR230-F03746,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/test_socks5_fuzz.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/test_socks5_fuzz.py,65e0fb023070360059bd16eec6537f6d2b2a21a2c424e9123fcd4acb836e950f,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03747,PR230-M0469,CG230-file-PR230-F03747,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/test_tcp.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/test_tcp.py,b1e8d4e4f362eacc74219a9913a537c5f8ac2d6a5aed4843ee1d63c47eed7c3e,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03748,PR230-M0469,CG230-file-PR230-F03748,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/test_tls.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/test_tls.py,74909ac89e58d7953dd0a5866bdbaa572742726259fd125fcd6fa537bac9d0ab,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03749,PR230-M0469,CG230-file-PR230-F03749,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/test_tls_fuzz.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/test_tls_fuzz.py,7d73a3cee9271d6108ca97912a2b49451bc719b5f58f8cea907f3a5cdc98251a,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03750,PR230-M0469,CG230-file-PR230-F03750,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/test_udp.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/test_udp.py,a70de7a8f9f567d10336e559ca3e72e8d8cccf562ac19d27b1e229f905f5b5fc,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03751,PR230-M0469,CG230-file-PR230-F03751,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/test_websocket.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/test_websocket.py,6dad61cd7e5dd3370dfaade989d1de8d29126e2c123a9339655ed8fada6c2123,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03752,PR230-M0469,CG230-file-PR230-F03752,mitmproxy-main,file-accountability,test/mitmproxy/proxy/test_commands.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/test_commands.py,ee2917def35095d21aef6126604bad755c6d83b8fe47e33113dcd75adf7c42ec,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
