donor,path,sha256,size_bytes,type,file_type,language,classification,authority_status,symlink_target,semantic_record_ids,surface_disposition,surface_rationale,notes
luci-app-https-dns-proxy-main,.github/workflows/openwrt-release.yml,9a21d3c8cd4c38c0a883f2a28b24e694dd29ce026b09129684f13d0cd26066d4,6807,file,file,yaml,repository-administration,derived,,BASE14,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
luci-app-https-dns-proxy-main,LICENSE,8486a10c4393cee1c25392769ddd3b2d6c242d6ec7928e1414efff7dfb2f07ef,34523,file,file,other,governance,descriptive,,BASE14,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
luci-app-https-dns-proxy-main,Makefile,bbe6496219966eea4950236228072f489d555d32c74c5f1957eca453965e8920,1966,file,file,other,configuration,authoritative,,BASE14;LUCI003,rejected-with-reason,OpenWrt-specific installer/mutation authority conflicts with LumiNet host-network ownership.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,README.md,7450951b335edda4cbe616b5d4266a6acb6d8d0a165e08107a267d553cd10a60,1162,file,file,markdown,documentation,descriptive,,BASE14,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
luci-app-https-dns-proxy-main,htdocs/luci-static/resources/https-dns-proxy/status.js,5ccf1f0b3f5ba1d3ee57617bf5caa45997fd633530e44b0b66241f559fb1b78b,11058,file,file,javascript,ui-or-product,authoritative,,BASE14;LUCI002;LUCI003;LUCI004,inspired-native,Operational health/fallback concept is valuable but target planner must be read-only and fail closed on unsafe URLs.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,htdocs/luci-static/resources/view/https-dns-proxy/overview.js,119a13057f5d2e00647e7b0f458e4d0852a5b9f1a6647caa939608fcd91b466e,19608,file,file,javascript,ui-or-product,authoritative,,BASE14;LUCI002;LUCI003;LUCI004,inspired-native,Operational health/fallback concept is valuable but target planner must be read-only and fail closed on unsafe URLs.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,htdocs/luci-static/resources/view/status/include/71_https-dns-proxy.js,0fc5a8b0da906b91e5dc0a4b49486f987373f1b93a651b62e167f38cf2141af5,3091,file,file,javascript,ui-or-product,authoritative,,BASE14;LUCI003;LUCI004,rejected-with-reason,OpenWrt-specific installer/mutation authority conflicts with LumiNet host-network ownership.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,po/templates/https-dns-proxy.pot,9d12a3cfb9172e222d45c5f55aa50eacb6e3f68f1b7fe78830c171e5377287a5,34993,file,file,other,fixture,derived,,BASE14,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
luci-app-https-dns-proxy-main,root/etc/uci-defaults/40_luci-https-dns-proxy,7a99ff784bf442d5abc8880f5500e4200fb1f2afd6440ee5ddafc74bb87d0c5d,127,file,file,other,fixture,derived,,BASE14;LUCI003,rejected-with-reason,OpenWrt-specific installer/mutation authority conflicts with LumiNet host-network ownership.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/libexec/rpcd/luci.https-dns-proxy,40115a5485a39d2e8e949b733fb054fa329163fb1ff73134ec2e18082d3cb07c,4839,file,file,other,fixture,derived,,BASE14;LUCI002,inspired-native,Operational health/fallback concept is valuable but target planner must be read-only and fail closed on unsafe URLs.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/app.tiarap.doh.json,d4f8f602e2ff04192a00e75622271f38927e8f783a0785a7b5571f331d171160,506,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/ca.cira.canadianshield.json,9cdc56d1af1c7fb082d78582ee7271d5d30f894aa95372af6f9e31aa11f3dc32,666,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/ch.digitale-gesellschaft.dns.json,3aa1e451b87c2a8a004b4d984b95ec888c455cde8103fbcd49f614ce060eb4c1,323,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/ch.switch.dns.json,127fa325ca0a90a6632cc882040186335d02d1cbb29724b177567ad079b7da5c,197,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/cn.360.doh.json,2dc1add98b30537d02ff95b7b97878dfca9556e65cb8b7465e88c1980e9d3131,151,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/cn.rubyfish.dns.json,d24158ccf071f4ac597898825dcbc561381d92019ed6d6f847c7325aea51c164,238,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/co.oszx.dns.json,047e1d1cc3ee35e6b836d45496f556896cf2799d3543a75a0fe03c4c65024ff5,497,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.adguard.dns.json,e5dc4c711381d9b38adc8b8c92b8581e57b953d1211186eb7f390b51f804cb6a,593,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.ahadns.blitz.json,dd7a3d9d77ef1114228cc55bd48619dc3697dc263795f6b465b43cc30554c436,365,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.alidns.dns.json,dabeb3b47af03376d5871ef40a9a2ace05bd49a9ffeb23e2f08915dc171b41cc,144,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.blahdns.doh.json,a18e08f47c94606bd49a87f604c41e7891fa972750a944321b5ccdcaa2b8760c,735,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.cloudflare-dns.json,8c57077d9fff70ec4f2056d8c4d5fffad32271e0a9815717f6b94333c0574f42,582,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.controld.freedns.json,cda7cee1c772b1e1f7ae3bcc2ab1a79c94834d7496bede30102e376a8e5439a5,703,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.decloudus.dns.json,b2fb499b51eeb14ac67f246a7cd2290218a4981968fb4540d765136f9ea6b66a,259,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.dnsforfamily.dns-doh.json,b52cabca04636eb11c738029c07f9f8a88320ec1f7bf2bac7b3bc8d80a29976b,209,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.dnslify.doh.json,175af7ce49403924f24c0cf5d6b37034275d3d963885c41ccaf99bee97bbe2b2,212,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.opendns.doh.json,12d501961abbe93be5c24b151f0ef20f05f9060a433492e473d5f9cb6af3d46a,544,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/com.rethinkdns.sky.json,bb84eb135d08dc6ad2eb568f608992bca78e8be793da002ef0272425e70cda3d,371,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/cz.nic.odvr.json,2a8dca7ec12be9e579467abc1660564304e01acbdd0bbbd296968ee54a45abae,112,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/de.dnsforge.json,a8d0d49d3785c39f4b4baaeb472b2c17019f4b2f78d401e0646f6adbffde9d36,207,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/eu.joindns4.json,09b0d1618d48364a01ba7d2ecff996a137bfc1c1e8535d3e800d7bacf7d279cd,900,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/fi.lelux.resolver-eu.json,45ac6e3d0c5a535bea49a562f6d61bb1ecd8d63d1421ffe134a8fbe0756909c7,267,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/google.dns.json,e343c1b2830b84b15ddbea393af937b8b954b58b0f94cc5776e2c783b615ae17,123,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,root/usr/share/https-dns-proxy/providers/gr.libredns.doh.json,f6a92ca51c84157f7a4f44821a499ad707903f609a52f61983c443e2bb1df3c6,461,file,file,json,configuration,authoritative,,BASE14;LUCI001,synthesized,Provider metadata is useful as explicit target presets; target keeps URLs credential-free and operator-visible.,Focused semantic link(s) plus base accountability.
