record_id,donor,path,sha256,size_bytes,file_type,language,classification,authority_status,module_id,module_role,module_disposition,semantic_record_ids,notes,fourth_order_record_ids,current_resolution,review_rationale,review_status
SURF-goida-ai-unlocker-264d824950c716ed,Goida-AI-Unlocker,source/icons/check-circle.svg,5b7664f736eb9a677e2524bacede94fca2ed1b34bf022ce0ff1a363dcf5df0c9,217,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-264d824950c716ed,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-42dc7c4bd9d15372,Goida-AI-Unlocker,source/icons/clock.svg,4dfcc2c9a5daf779b8eea4ba652f1c36edeb69c51ff0c173cf32ff2c39012ef0,226,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-42dc7c4bd9d15372,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-aa5c10c21ad46179,Goida-AI-Unlocker,source/icons/github.svg,12c3845c7f8ade6b08ca0e44b1e4a5891cd2ee0955b093db606b53e9ec73b62f,811,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-aa5c10c21ad46179,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-8cf86b64ed00daaa,Goida-AI-Unlocker,source/icons/globe.svg,231d72720266d118fba62e581362dc704c29b69bfaacc307baba79ee992be130,532,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-8cf86b64ed00daaa,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-46bfb15603ca60a6,Goida-AI-Unlocker,source/icons/heart.svg,673f49b3428a9ab9eb093393e04b683659da50ba8d2e593dd1698a57b8cf8e98,275,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-46bfb15603ca60a6,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-f512dc2dfe8bb6d2,Goida-AI-Unlocker,source/icons/info.svg,3c22a280a5013729a504183ad5ea8f7c54662e350a15304bc6721dbb9b766b5b,268,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-f512dc2dfe8bb6d2,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-18fa3e6b686f7d0b,Goida-AI-Unlocker,source/icons/language.svg,5abfb741c6ab1c95af2c6b1c4a77831ca53d7e092b2ae939865e967eecdae654,1022,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-18fa3e6b686f7d0b,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-7f9648e2fd65ecc5,Goida-AI-Unlocker,source/icons/moon.svg,85a64d1a1931a8d4bfd9215de7df00d9b334f3ce55fdb2717922d9fb5340a6b0,219,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-7f9648e2fd65ecc5,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-2795db4fc72bfe92,Goida-AI-Unlocker,source/icons/play.svg,02dd47a3a76205e8f8b702ad5110a0d5c78dcbedea56598bd662628544fb5c24,116,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-2795db4fc72bfe92,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-ab483cf3ac84b9f3,Goida-AI-Unlocker,source/icons/refresh.svg,fe087e24a917a0de2175a24a7f56489af3eb76213bf3074729abbadddf1486c3,322,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-ab483cf3ac84b9f3,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-78729e14392c3109,Goida-AI-Unlocker,source/icons/sber.svg,26601af5724f2c27df47bf7e220b57c528a5ac25584a85b3e014434b8180fb50,9096,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-78729e14392c3109,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-6ad86cc050942c91,Goida-AI-Unlocker,source/icons/send.svg,04c0bd104e2eb523d9f51e2fbe8713c8a166e798984755e1edbb4615aeced511,240,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-6ad86cc050942c91,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-4c3ea9903a421fd5,Goida-AI-Unlocker,source/icons/settings.svg,38c4f6a2d73bebd19408f67d82df768ffaaedcb981b489ca88141778de62e9b5,824,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-4c3ea9903a421fd5,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-554c1cd1e5cdbf1a,Goida-AI-Unlocker,source/icons/sun.svg,456467fb8c45453a187c82d09fd790b0272dc61a38b0e447f67ab7fb14b851a0,539,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-554c1cd1e5cdbf1a,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-da8e84cab4d88214,Goida-AI-Unlocker,source/icons/trash.svg,df36501a3ae060c528c4973a5e096ca549b35f9bf522a955d929ce2133dc4f87,299,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-da8e84cab4d88214,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-6b53b26e22d75f20,Goida-AI-Unlocker,source/icons/users.svg,34ddcc7a4c2e3bbf715f1350b7656a38fd672ca40c8740f110c5150d56894a0c,262,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-6b53b26e22d75f20,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-6318a4efca26ec39,Goida-AI-Unlocker,source/icons/video.svg,26c81a099b92539ea5ef61d772d97ad95b24ef9a2abaceccda3c6b22d5f9cdee,254,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-6318a4efca26ec39,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-9dea51911928e8fe,Goida-AI-Unlocker,source/icons/x-circle.svg,185a41776c0b7fcc7a0bff6603045fb11791f38671e98bb307dad18ed7e7c7ac,266,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-9dea51911928e8fe,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-d6ce2e1794895ef8,Goida-AI-Unlocker,source/main.py,5dc1e890d3f6228fc0bd5f8f79f736365855611dbc74269a9405637d26d97c63,638,py,python,implementation,authoritative-or-review-required,goida-build,build-config,reference-only,SURF-goida-ai-unlocker-d6ce2e1794895ef8,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-18f0defcbb3126e5,Goida-AI-Unlocker,source/requirements.txt,3355c8eacbdbffff3ad9a61bc64ab779363c487f3fa144d49b2e10062725dbf1,19,txt,unknown,implementation,authoritative-or-review-required,goida-build,build-config,reference-only,SURF-goida-ai-unlocker-18f0defcbb3126e5,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-6ca113dd4b1bbf56,Goida-AI-Unlocker,source/version.txt,29a6088cd75d7307cbcaebca37fe8186126495138a8f6b366c047a8c2c566638,794,txt,unknown,implementation,authoritative-or-review-required,goida-build,build-config,reference-only,SURF-goida-ai-unlocker-6ca113dd4b1bbf56,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-unlock-ai-and-en-services-for-russia-10f751eec40e7c31,Unlock_AI_and_EN_Services_for_Russia,LICENSE,3972dc9744f6499f0f9b2dbf76696f2ae7ad8af9b23dde66d6af86c9dfb36986,35149,none,unknown,governance,authoritative-or-review-required,unlock-root,docs-update,reference-only,SURF-unlock-ai-and-en-services-for-russia-10f751eec40e7c31,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module unlock-root. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
