donor,path,sha256,size_bytes,mode,classification,authority,module,extension,semantic_record_ids,post_refactor_232_review,post_refactor_232_disposition,notes
splitpt,tests/shadow/shadow.data.template/hosts/exit1/keys/secret_onion_key_ntor,9784d10e1997aa5ebbd71ae856fb7387a832348c2adbba3ad19f7db6f54aa9cd,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00703;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit1/torrc,50764037899424afa6516ffaca42c6536bdecc599162baccabc78c0aa8d60c91,71,0o644,test,authoritative,tests/shadow,n/a,PR232-F00704;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit1/torrc-defaults,c55c090d9c7a43516a6bb160d09ba1b0be8cfb0680a648b1d6c4427b41256d12,37,0o644,test,authoritative,tests/shadow,n/a,PR232-F00705;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit2/fingerprint,34b806cf214ebcbee811e944821bcdaad00bbaafefbbd97e53c7d56352de9041,47,0o644,test,authoritative,tests/shadow,n/a,PR232-F00706;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit2/keys/secret_id_key,5059d44bbe0fa7fce7c5363997a96cdc27be1669e26ee0d5d6ad529a43d4cac5,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00707;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit2/keys/secret_onion_key,2a8249720d3aa37a056ce41d463d47917da9ea8699d7543464f2600050150a0c,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00708;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit2/keys/secret_onion_key_ntor,d28d7b72182d4c4ab756c81c75f270e69d28c79ba51645160a64b2b89f33ef87,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00709;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit2/torrc,50764037899424afa6516ffaca42c6536bdecc599162baccabc78c0aa8d60c91,71,0o644,test,authoritative,tests/shadow,n/a,PR232-F00710;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit2/torrc-defaults,c55c090d9c7a43516a6bb160d09ba1b0be8cfb0680a648b1d6c4427b41256d12,37,0o644,test,authoritative,tests/shadow,n/a,PR232-F00711;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay1/fingerprint,114c87741635c0235d329dfa786b4fe6773c13fe1c915bc6a07b25a93a728b6f,48,0o644,test,authoritative,tests/shadow,n/a,PR232-F00712;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay1/keys/secret_id_key,f6247fc23c53dfb31b255abb4fe444ab5b73afd74edc22a6463ebe0d629c5d19,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00713;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay1/keys/secret_onion_key,a2627cbcbe999389c4dd6a1bec2766f203dfe745bbadd463f2c6b0638be38459,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00714;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay1/keys/secret_onion_key_ntor,7bcbc2433fd6c4bb6e4bd4620fddd09dc8f7d30030fa8d1f8d8a1425b269245d,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00715;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay1/torrc,13a8240c89466cc33f3f740ead0359f1a53c083d9d8566af26b8c2e1802fa470,71,0o644,test,authoritative,tests/shadow,n/a,PR232-F00716;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay1/torrc-defaults,c55c090d9c7a43516a6bb160d09ba1b0be8cfb0680a648b1d6c4427b41256d12,37,0o644,test,authoritative,tests/shadow,n/a,PR232-F00717;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay2/fingerprint,a7aca05a103d11dd0b14a8c2af7f12f27ec1f6cc50230f299d249d958ff1815c,48,0o644,test,authoritative,tests/shadow,n/a,PR232-F00718;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay2/keys/secret_id_key,7cd2c8303511b50e1a9505714399799a67913af149bba0e32a82539ec4090549,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00719;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay2/keys/secret_onion_key,e9a08a4d445b19f23f11343c8f0240fc1be3dbddec25a347ab03f78608ec2593,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00720;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay2/keys/secret_onion_key_ntor,6c4c7dab7e2b5df3a156ea0ff23d4c54a0ce98550f7fd33b0efbd4591c99d538,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00721;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay2/torrc,13a8240c89466cc33f3f740ead0359f1a53c083d9d8566af26b8c2e1802fa470,71,0o644,test,authoritative,tests/shadow,n/a,PR232-F00722;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay2/torrc-defaults,c55c090d9c7a43516a6bb160d09ba1b0be8cfb0680a648b1d6c4427b41256d12,37,0o644,test,authoritative,tests/shadow,n/a,PR232-F00723;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/fingerprint,cd13fc115666c6f0afc77dd1978311dcd2089ab4676455004a5e61651328d9f5,48,0o644,test,authoritative,tests/shadow,n/a,PR232-F00724;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/keys/ed25519_master_id_public_key,77fbcc3d674b26c89163719b0df9b8fe06341306f1b15352fe47687cbab5b9d4,64,0o644,test,authoritative,tests/shadow,n/a,PR232-F00725;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/keys/ed25519_master_id_secret_key,a2a038506a1b1a88f72c0baa7edf669f897a7c84849abcc70b85c4a888e4ebcf,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00726;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/keys/ed25519_signing_cert,4d688781e6cc86c8434ab64daf78b52fdac50b6f6b2bf43ae47eb0f146ed1a0b,172,0o644,test,authoritative,tests/shadow,n/a,PR232-F00727;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/keys/ed25519_signing_secret_key,4bbcace1d8ba195d90e9ff257496948278cac10c261290b14e7ea89dadf635e0,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00728;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/keys/secret_id_key,7101af1b0e7cc5e961a0cb5af61ea1222177d38a956a8a6959111cedff351cc0,888,0o644,test,authoritative,tests/shadow,n/a,PR232-F00729;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/keys/secret_onion_key,b152f63b7eb71ef9e729618516a89f13ea85e8254b14a202db2f01fae96426c2,888,0o644,test,authoritative,tests/shadow,n/a,PR232-F00730;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/keys/secret_onion_key_ntor,e1373a55db47ceaa038716596c12cb13551fcc9131bccdae1af0fe5a56ce00ec,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00731;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/torrc,13a8240c89466cc33f3f740ead0359f1a53c083d9d8566af26b8c2e1802fa470,71,0o644,test,authoritative,tests/shadow,n/a,PR232-F00732;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay3/torrc-defaults,c55c090d9c7a43516a6bb160d09ba1b0be8cfb0680a648b1d6c4427b41256d12,37,0o644,test,authoritative,tests/shadow,n/a,PR232-F00733;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/fingerprint,5e86171b82b8df45268bc214c6c2dfcd292bec0ac9d456c9163a95d4d2010514,48,0o644,test,authoritative,tests/shadow,n/a,PR232-F00734;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/keys/ed25519_master_id_public_key,e4d2edf1198f6c13b1f83e39434a07198eca70f8629f75da22a26cffd6997254,64,0o644,test,authoritative,tests/shadow,n/a,PR232-F00735;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/keys/ed25519_master_id_secret_key,24028b183e4aec1f95d3624d973c20e265a9412fbe9c61c4c8f6b115697ff6f8,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00736;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/keys/ed25519_signing_cert,a3229eeb5c8054882c85b94acd6aa943480bafe2d76ff6e4fec385e1946135b8,172,0o644,test,authoritative,tests/shadow,n/a,PR232-F00737;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/keys/ed25519_signing_secret_key,e54b2f2a0f9cd1d83be1a4a4403061e74f29f8bf18b09244d767d1f880ecde69,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00738;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/keys/secret_id_key,1cfae7d158602e5f791bdfaf76941598dfc01627626c210b72461262a1ea4b1f,892,0o644,test,authoritative,tests/shadow,n/a,PR232-F00739;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/keys/secret_onion_key,c5573a8fda8a0be50eeff92ea8e99327cb70ff8dfeb836d531acde122707eb40,888,0o644,test,authoritative,tests/shadow,n/a,PR232-F00740;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/keys/secret_onion_key_ntor,01e6c8cfb40f62482ffc1d013d8bc06297b053dddbdc4ae53ba13dc073e0a4ba,96,0o644,test,authoritative,tests/shadow,n/a,PR232-F00741;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/torrc,13a8240c89466cc33f3f740ead0359f1a53c083d9d8566af26b8c2e1802fa470,71,0o644,test,authoritative,tests/shadow,n/a,PR232-F00742;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/relay4/torrc-defaults,c55c090d9c7a43516a6bb160d09ba1b0be8cfb0680a648b1d6c4427b41256d12,37,0o644,test,authoritative,tests/shadow,n/a,PR232-F00743;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/server/tgen-server.graphml.xml,68b2187d18dab7febd9e1e64c7f7983433002c68f12b7a0f422b37cbbc12296d,517,0o644,test,authoritative,tests/shadow,.xml,PR232-F00744;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.yaml,5ae77b4c8d33ad655ab9daa3c2a7495b913a9cd21d699d1ae313a056a4117f79,4608,0o644,test,authoritative,tests/shadow,.yaml,PR232-F00745;PR232-M0217;PR232-S011,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
